"trimester","ADM1_ES","ADM2_ES","download_speed_change","upload_speed_change"
1,"Cesar","Aguachica",0,0
1,"Cesar","Agustin Codazzi",0,0
1,"Cesar","Becerril",0,0
1,"Cesar","Bosconia",0,0
1,"Cesar","Chimichagua",0,0
1,"Cesar","Chiriguana",0,0
1,"Cesar","Curumani",0,0
1,"Cesar","El Copey",0,0
1,"Cesar","El Paso",0,0
1,"Cesar","Gamarra",0,0
1,"Cesar","La Gloria",0,0
1,"Cesar","La Jagua de Ibirico",0,0
1,"Cesar","La Paz",0,0
1,"Cesar","Manaure Balcon del Cesar",0,0
1,"Cesar","Pailitas",0,0
1,"Cesar","Pelaya",0,0
1,"Cesar","Pueblo Bello",0,0
1,"Cesar","Rio de Oro",0,0
1,"Cesar","San Alberto",0,0
1,"Cesar","San Diego",0,0
1,"Cesar","San Martin",0,0
1,"Cesar","Tamalameque",0,0
1,"Cesar","Valledupar",0,0
1,"Choco","Acandi",0,0
1,"Choco","Atrato",0,0
1,"Choco","Bahia Solano",0,0
1,"Choco","Bajo Baudo",0,0
1,"Choco","Certegui",0,0
1,"Choco","Condoto",0,0
1,"Choco","El Canton del San Pablo",0,0
1,"Choco","El Carmen de Atrato",0,0
1,"Choco","El Litoral del San Juan",0,0
1,"Choco","Istmina",0,0
1,"Choco","Lloro",0,0
1,"Choco","Medio Baudo",0,0
1,"Choco","Medio San Juan",0,0
1,"Choco","Novita",0,0
1,"Choco","Nuqui",0,0
1,"Choco","Quibdo",0,0
1,"Choco","Rio Quito",0,0
1,"Choco","Riosucio",1.83867109634551,0.801691029900332
1,"Choco","Tado",0,0
1,"Choco","Unguia",0,0
1,"Choco","Union Panamericana",0,0
1,"Cordoba","Ayapel",0,0
1,"Cordoba","Buenavista",0,0
1,"Cordoba","Canalete",0,0
1,"Cordoba","Cerete",0,0
1,"Cordoba","Chima",0,0
1,"Cordoba","Chinu",0,0
1,"Cordoba","Cienaga de Oro",0,0
1,"Cordoba","Cotorra",0,0
1,"Cordoba","La Apartada",0,0
1,"Cordoba","Lorica",0,0
1,"Cordoba","Los Cordobas",0,0
1,"Cordoba","Momil",0,0
1,"Cordoba","Monitos",0,0
1,"Cordoba","Montelibano",0,0
1,"Cordoba","Monteria",0,0
1,"Cordoba","Planeta Rica",0,0
1,"Cordoba","Pueblo Nuevo",0,0
1,"Cordoba","Puerto Escondido",0,0
1,"Cordoba","Puerto Libertador",0,0
1,"Cordoba","Purisima de la Concepcion",0,0
1,"Cordoba","Sahagun",0,0
1,"Cordoba","San Andres de Sotavento",0,0
1,"Cordoba","San Antero",0,0
1,"Cordoba","San Bernardo del Viento",0,0
1,"Cordoba","San Carlos",6.35711428571429,2.12733333333333
1,"Cordoba","San Pelayo",0,0
1,"Cordoba","Tierralta",0,0
1,"Cordoba","Tuchin",0,0
1,"Cordoba","Valencia",0,0
1,"Cundinamarca","Agua de Dios",0,0
1,"Cundinamarca","Alban",0,0
1,"Cundinamarca","Anapoima",0,0
1,"Cundinamarca","Anolaima",0,0
1,"Cundinamarca","Apulo",0,0
1,"Cundinamarca","Arbelaez",0,0
1,"Cundinamarca","Beltran",0,0
1,"Cundinamarca","Bituima",0,0
1,"Cundinamarca","Bojaca",0,0
1,"Cundinamarca","Cabrera",0,0
1,"Cundinamarca","Cachipay",0,0
1,"Cundinamarca","Cajica",0,0
1,"Cundinamarca","Caparrapi",0,0
1,"Cundinamarca","Caqueza",0,0
1,"Cundinamarca","Carmen de Carupa",0,0
1,"Cundinamarca","Chaguani",0,0
1,"Cundinamarca","Chia",0,0
1,"Cundinamarca","Chipaque",0,0
1,"Cundinamarca","Choachi",0,0
1,"Cundinamarca","Choconta",0,0
1,"Cundinamarca","Cogua",0,0
1,"Cundinamarca","Cota",0,0
1,"Cundinamarca","Cucunuba",0,0
1,"Cundinamarca","El Colegio",0,0
1,"Cundinamarca","El Penon",-0.415500000000001,6.69316666666667
1,"Cundinamarca","El Rosal",0,0
1,"Cundinamarca","Facatativa",0,0
1,"Cundinamarca","Fomeque",0,0
1,"Cundinamarca","Fosca",0,0
1,"Cundinamarca","Funza",0,0
1,"Cundinamarca","Fuquene",0,0
1,"Cundinamarca","Fusagasuga",0,0
1,"Cundinamarca","Gachala",0,0
1,"Cundinamarca","Gachancipa",0,0
1,"Cundinamarca","Gacheta",0,0
1,"Cundinamarca","Girardot",0,0
1,"Cundinamarca","Granada",-6.24779166666667,1.65058333333333
1,"Cundinamarca","Guacheta",0,0
1,"Cundinamarca","Guaduas",0,0
1,"Cundinamarca","Guasca",0,0
1,"Cundinamarca","Guatavita",0,0
1,"Cundinamarca","Guayabetal",0,0
1,"Cundinamarca","Jerusalen",0,0
1,"Cundinamarca","Junin",0,0
1,"Cundinamarca","La Calera",0,0
1,"Cundinamarca","La Mesa",0,0
1,"Cundinamarca","La Palma",0,0
1,"Cundinamarca","La Pena",0,0
1,"Cundinamarca","La Vega",-0.75956707936508,-5.34845980952381
1,"Cundinamarca","Lenguazaque",0,0
1,"Cundinamarca","Macheta",0,0
1,"Cundinamarca","Madrid",0,0
1,"Cundinamarca","Manta",0,0
1,"Cundinamarca","Medina",0,0
1,"Cundinamarca","Mosquera",0,0
1,"Cundinamarca","Narino",-4.101,-11.0461111111111
1,"Cundinamarca","Nemocon",0,0
1,"Cundinamarca","Nilo",0,0
1,"Cundinamarca","Nimaima",0,0
1,"Cundinamarca","Nocaima",0,0
1,"Cundinamarca","Pacho",0,0
1,"Cundinamarca","Pandi",0,0
1,"Cundinamarca","Paratebueno",0,0
1,"Cundinamarca","Pasca",0,0
1,"Cundinamarca","Puerto Salgar",0,0
1,"Cundinamarca","Puli",0,0
1,"Cundinamarca","Quebradanegra",0,0
1,"Cundinamarca","Quetame",0,0
1,"Cundinamarca","Ricaurte",0,0
1,"Cundinamarca","San Antonio del Tequendama",0,0
1,"Cundinamarca","San Bernardo",0,0
1,"Cundinamarca","San Francisco",2.04900976190476,0.594700238095238
1,"Cundinamarca","Sasaima",0,0
1,"Cundinamarca","Sesquile",0,0
1,"Cundinamarca","Sibate",0,0
1,"Cundinamarca","Silvania",0,0
1,"Cundinamarca","Simijaca",0,0
1,"Cundinamarca","Soacha",0,0
1,"Cundinamarca","Sopo",0,0
1,"Cundinamarca","Subachoque",0,0
1,"Cundinamarca","Suesca",0,0
1,"Cundinamarca","Supata",0,0
1,"Cundinamarca","Susa",0,0
1,"Cundinamarca","Sutatausa",0,0
1,"Cundinamarca","Tabio",0,0
1,"Cundinamarca","Tausa",0,0
1,"Cundinamarca","Tena",0,0
1,"Cundinamarca","Tenjo",0,0
1,"Cundinamarca","Tibacuy",0,0
1,"Cundinamarca","Tibirita",0,0
1,"Cundinamarca","Tocaima",0,0
1,"Cundinamarca","Tocancipa",0,0
1,"Cundinamarca","Topaipi",0,0
1,"Cundinamarca","Ubala",0,0
1,"Cundinamarca","Ubaque",0,0
1,"Cundinamarca","Une",0,0
1,"Cundinamarca","Utica",0,0
1,"Cundinamarca","Venecia",-5.8341380882353,0.045426470588235
1,"Cundinamarca","Vergara",0,0
1,"Cundinamarca","Viani",0,0
1,"Cundinamarca","Villa de San Diego de Ubate",0,0
1,"Cundinamarca","Villagomez",0,0
1,"Cundinamarca","Villapinzon",0,0
1,"Cundinamarca","Villeta",0,0
1,"Cundinamarca","Viota",0,0
1,"Cundinamarca","Yacopi",0,0
1,"Cundinamarca","Zipacon",0,0
1,"Cundinamarca","Zipaquira",0,0
1,"Guainia","Inirida",0,0
1,"Guaviare","Calamar",-1.983427,4.3641
1,"Guaviare","El Retorno",0,0
1,"Guaviare","San Jose del Guaviare",0,0
1,"Huila","Acevedo",0,0
1,"Huila","Agrado",0,0
1,"Huila","Aipe",0,0
1,"Huila","Algeciras",0,0
1,"Huila","Altamira",0,0
1,"Huila","Baraya",0,0
1,"Huila","Campoalegre",0,0
1,"Huila","Colombia",0,0
1,"Huila","Elias",0,0
1,"Huila","Garzon",0,0
1,"Huila","Gigante",0,0
1,"Huila","Guadalupe",-2.27451515151515,5.18696878787879
1,"Huila","Hobo",0,0
1,"Huila","Iquira",0,0
1,"Huila","Isnos",0,0
1,"Huila","La Argentina",0,0
1,"Huila","La Plata",0,0
1,"Huila","Nataga",0,0
1,"Huila","Neiva",0,0
1,"Huila","Oporapa",0,0
1,"Huila","Paicol",0,0
1,"Huila","Palermo",0,0
1,"Huila","Palestina",-2.12185714285714,0.0471571428571429
1,"Huila","Pital",0,0
1,"Huila","Pitalito",0,0
1,"Huila","Rivera",0,0
1,"Huila","Saladoblanco",0,0
1,"Huila","San Agustin",0,0
1,"Huila","Santa Maria",0,0
1,"Huila","Suaza",0,0
1,"Huila","Tarqui",0,0
1,"Huila","Tello",0,0
1,"Huila","Teruel",0,0
1,"Huila","Tesalia",0,0
1,"Huila","Timana",0,0
1,"Huila","Villavieja",0,0
1,"Huila","Yaguara",0,0
1,"La Guajira","Albania",-1.0542,-0.99655
1,"La Guajira","Barrancas",0,0
1,"La Guajira","Dibulla",0,0
1,"La Guajira","Distraccion",0,0
1,"La Guajira","Fonseca",0,0
1,"La Guajira","Hatonuevo",0,0
1,"La Guajira","Maicao",0,0
1,"La Guajira","Manaure",0,0
1,"La Guajira","Riohacha",0,0
1,"La Guajira","San Juan del Cesar",0,0
1,"La Guajira","Uribia",0,0
1,"La Guajira","Urumita",0,0
1,"La Guajira","Villanueva",-1.55305795148248,-4.05357681940701
1,"Magdalena","Algarrobo",0,0
1,"Magdalena","Aracataca",0,0
1,"Magdalena","Ariguani",0,0
1,"Magdalena","Cerro de San Antonio",0,0
1,"Magdalena","Chivolo",0,0
1,"Magdalena","Cienaga",0,0
1,"Magdalena","El Banco",0,0
1,"Magdalena","El Pinon",0,0
1,"Magdalena","El Reten",0,0
1,"Magdalena","Fundacion",0,0
1,"Magdalena","Nueva Granada",0,0
1,"Magdalena","Pedraza",0,0
1,"Magdalena","Pijino del Carmen",0,0
1,"Magdalena","Pivijay",0,0
1,"Magdalena","Plato",0,0
1,"Magdalena","Puebloviejo",0,0
1,"Magdalena","Sabanas de San Angel",0,0
1,"Magdalena","San Sebastian de Buenavista",0,0
1,"Magdalena","San Zenon",0,0
1,"Magdalena","Santa Ana",0,0
1,"Magdalena","Santa Marta",0,0
1,"Magdalena","Sitionuevo",0,0
1,"Magdalena","Tenerife",0,0
1,"Magdalena","Zona Bananera",0,0
1,"Meta","Acacias",0,0
1,"Meta","Barranca de Upia",0,0
1,"Meta","Cabuyaro",0,0
1,"Meta","Castilla la Nueva",0,0
1,"Meta","Cubarral",0,0
1,"Meta","Cumaral",0,0
1,"Meta","El Calvario",0,0
1,"Meta","El Castillo",0,0
1,"Meta","El Dorado",0,0
1,"Meta","Fuente de Oro",0,0
1,"Meta","Granada",-5.12085451977401,-5.5490918079096
1,"Meta","Guamal",0,0
1,"Meta","La Macarena",0,0
1,"Meta","Lejanias",0,0
1,"Meta","Mapiripan",0,0
1,"Meta","Mesetas",0,0
1,"Meta","Puerto Concordia",0,0
1,"Meta","Puerto Gaitan",0,0
1,"Meta","Puerto Lopez",0,0
1,"Meta","Puerto Rico",-7.631375,1.026
1,"Meta","Restrepo",0,0
1,"Meta","San Carlos de Guaroa",0,0
1,"Meta","San Juan de Arama",0,0
1,"Meta","San Martin",1.19929086894587,1.76431196581197
1,"Meta","Uribe",0,0
1,"Meta","Villavicencio",0,0
1,"Meta","Vistahermosa",0,0
1,"Narino","Alban",-4.59276866666667,-5.68216491666667
1,"Narino","Aldana",0,0
1,"Narino","Ancuya",0,0
1,"Narino","Arboleda",0,0
1,"Narino","Barbacoas",0,0
1,"Narino","Belen",4.317,2.577
1,"Narino","Buesaco",0,0
1,"Narino","Chachagui",0,0
1,"Narino","Colon",0,0
1,"Narino","Consaca",0,0
1,"Narino","Contadero",0,0
1,"Narino","Cordoba",-1.118,-2.01383333333333
1,"Narino","Cuaspud Carlosama",0,0
1,"Narino","Cumbal",0,0
1,"Narino","Cumbitara",0,0
1,"Narino","El Charco",0,0
1,"Narino","El Penol",0,0
1,"Narino","El Rosario",0,0
1,"Narino","El Tablon de Gomez",0,0
1,"Narino","El Tambo",4.43542648148148,2.14802648148148
1,"Narino","Francisco Pizarro",0,0
1,"Narino","Funes",0,0
1,"Narino","Guachucal",0,0
1,"Narino","Guaitarilla",0,0
1,"Narino","Gualmatan",0,0
1,"Narino","Iles",0,0
1,"Narino","Imues",0,0
1,"Narino","Ipiales",0,0
1,"Narino","La Cruz",0,0
1,"Narino","La Florida",0,0
1,"Narino","La Llanada",0,0
1,"Narino","La Tola",0,0
1,"Narino","La Union",-4.30403515064562,-4.05878837876614
1,"Narino","Leiva",0,0
1,"Narino","Linares",0,0
1,"Narino","Los Andes",0,0
1,"Narino","Magui",0,0
1,"Narino","Mallama",0,0
1,"Narino","Mosquera",-18.269010989011,-4.19058131868132
1,"Narino","Narino",6.0916,0.2826
1,"Narino","Olaya Herrera",0,0
1,"Narino","Ospina",0,0
1,"Narino","Pasto",0,0
1,"Narino","Policarpa",0,0
1,"Narino","Potosi",0,0
1,"Narino","Providencia",0.07592,-0.601277777777778
1,"Narino","Puerres",0,0
1,"Narino","Pupiales",0,0
1,"Narino","Ricaurte",-4.84186338983051,-2.87434745762712
1,"Narino","Roberto Payan",0,0
1,"Narino","Samaniego",0,0
1,"Narino","San Andres de Tumaco",0,0
1,"Narino","San Bernardo",-1.16904541666667,-1.049
1,"Narino","San Lorenzo",0,0
1,"Narino","San Pablo",0.755381879699248,1.46263157894737
1,"Narino","San Pedro de Cartago",0,0
1,"Narino","Sandona",0,0
1,"Narino","Santa Barbara",0.137388888888888,4.10435714285714
1,"Narino","Santacruz",0,0
1,"Narino","Sapuyes",0,0
1,"Narino","Taminango",0,0
1,"Narino","Tangua",0,0
1,"Narino","Tuquerres",0,0
1,"Narino","Yacuanquer",0,0
1,"Norte de Santander","Abrego",0,0
1,"Norte de Santander","Arboledas",0,0
1,"Norte de Santander","Bochalema",0,0
1,"Norte de Santander","Bucarasica",0,0
